latitude,longitude,altitude,datetime,user_id,trajectory_file,transportation_mode
39.9559733,116.4120283,167.3,2009-02-16 02:01:44,37,20090215234308,unknown
39.985638,116.450201,95.0,2010-12-10 15:15:57,153,20101210151234,unknown
45.125909,124.829386,496.0,2010-03-18 03:19:21,153,20100318000521,unknown
39.9831049,116.4180183,105.0,2008-05-31 13:23:41,126,20080531131458,car
31.620205,117.801129,49.0,2008-06-19 13:57:02,10,20080619100408,train
39.400406,116.933558,10.0,2008-06-17 11:53:49,10,20080617094444,train
39.9682516,116.3139516,193.6,2008-12-16 12:30:31,25,20081216120743,unknown
39.907004,116.428111,145.0,2009-07-25 09:58:27,84,20090724233903,unknown
39.978015,116.344236,335.0,2008-12-13 12:44:55,1,20081213092204,unknown
39.9100983,116.2470833,219.8,2009-05-10 01:43:18,41,20090510013432,unknown
48.856199,2.346673,260.0,2009-04-26 12:56:10,163,20090426061534,unknown
39.985172,116.326835,121.0,2008-12-04 00:27:53,1,20081203235305,unknown
39.97586,116.418249,0.0,2009-03-31 14:23:18,68,20090331064324,bike
39.9749133333333,116.30935,0.0,2011-09-01 13:19:43,65,20110901111021,bike
39.9148216,116.3535933,226.4,2008-12-04 06:13:13,17,20081204054601,unknown
34.21766,113.77295,318.2,2008-05-01 10:07:28,128,20080501023630,car
39.92255,116.358271,260.0,2008-10-24 08:58:29,85,20081024082206,bus
39.97827,116.331985,0.0,2012-04-12 15:00:18,159,20120412144423,unknown
40.058115,116.403764,228.0,2009-07-17 17:22:23,22,20090717132508,unknown
42.504889,117.243275,5087.0,2010-08-07 05:15:53,153,20100806234428,unknown
40.009317,116.324084,203.0,2008-12-24 10:03:00,4,20081224040322,unknown
39.969119,116.419789,0.0,2008-09-29 09:20:19,68,20080929084930,bike
39.991027,116.321602,195.0,2008-12-02 11:12:13,32,20081202105722,unknown
40.051171,116.406314,50.0,2009-09-10 11:50:58,85,20090910111233,walk
39.995605,116.328831,189.0,2009-07-11 12:58:36,4,20090711023728,unknown
39.991363,116.327018,183.0,2009-03-14 07:26:57,3,20090313053034,unknown
39.982244,116.299658,370.0,2009-03-13 11:05:48,4,20090313030256,unknown
39.9940916,116.3807549,170.6,2009-05-15 06:05:29,17,20090515020800,unknown
39.9681399,116.3140766,203.4,2009-03-16 01:42:39,37,20090316014037,unknown
40.031156,116.43496,169.0,2011-09-08 09:30:01,153,20110908091604,unknown
31.478306,92.04944,14797.0,2008-10-01 06:33:19,124,20080930203247,unknown
40.065293,116.372153,37.0,2009-04-24 13:13:19,82,20090424121459,unknown
39.9058583,116.3772966,105.0,2009-02-13 02:36:08,42,20090213020242,unknown
39.975412,116.376093,232.0,2008-08-22 09:24:22,52,20080822085236,bus
39.9958,116.326207,174.0,2009-04-11 14:10:39,30,20090411052404,unknown
24.623868824,117.043562616,1892.55641732283,2011-12-19 14:36:44,153,20111219071952,unknown
40.0501783,116.2921066,-72.2,2009-04-10 10:28:01,25,20090410102237,unknown
39.9673266,116.3025033,203.4,2009-04-12 07:32:38,38,20090412021706,unknown
39.95619,116.3969566,249.3,2008-08-25 10:03:54,144,20080825001239,unknown
39.991204,116.331324,114.0,2008-10-18 05:24:43,167,20081018025031,unknown
28.0054483,115.3248749,177.2,2009-01-15 04:46:05,140,20090115021918,unknown
39.987671,116.362786,206.0,2009-04-16 11:46:43,39,20090416095538,unknown
40.0004899,117.0814733,134.5,2009-05-09 07:02:03,41,20090509045710,unknown
1.19825,103.589657,14876.0,2009-03-21 08:47:38,144,20090321083221,unknown
39.921571,116.350679,144.0,2009-07-08 05:17:50,36,20090708012505,unknown
24.790849235,120.992705128,306.819704724409,2012-05-10 10:36:59,163,20120510100333,unknown
39.9663466,116.3330033,157.5,2009-01-22 10:21:47,14,20090122025400,unknown
39.975402,116.328854,77.0,2008-10-17 02:19:59,126,20081017021123,unknown
40.0109333,116.3552883,147.6,2009-04-12 10:30:48,17,20090412014730,unknown
39.973398,116.33453,138.0,2009-04-28 02:43:07,22,20090428000237,unknown
39.935278,116.420648,0.0,2009-05-28 00:04:48,68,20090527233204,unknown
39.973366,116.333847,256.0,2009-01-09 10:57:23,33,20090109001234,unknown
39.990333,116.417848,0.0,2009-05-19 04:06:53,68,20090519000335,bike
39.9921133,116.3470366,147.6,2009-05-16 10:49:20,17,20090516010239,unknown
39.9112583,116.3390933,150.9,2009-06-11 05:57:16,41,20090611053716,unknown
43.1493066,124.3574999,639.8,2008-12-31 19:14:28,144,20081231111910,unknown
39.99381,116.305961666667,0.0,2011-09-02 10:51:02,141,20110902100934,walk
39.9696499,116.3638383,249.3,2008-11-02 07:01:56,62,20081102064556,bus
36.836993,100.810974,10801.0,2008-09-29 15:17:13,10,20080928160000,train
39.985941,116.360335,167.0,2008-05-30 12:39:39,167,20080530065158,car
39.967236,116.417574,0.0,2008-09-20 07:53:09,68,20080920074701,unknown
40.012791,116.460929,35.0,2011-09-29 10:32:40,153,20110929100734,unknown
40.008236,116.324142,119.0,2009-06-04 04:08:27,30,20090604032721,unknown
39.981472,116.090135,348.0,2008-09-14 10:06:51,84,20080914005029,car
39.9754533333333,116.332573333333,0.0,2011-05-23 01:16:33,67,20110522080505,unknown
39.9829266666667,116.299121666667,0.0,2011-09-18 09:34:56,141,20110918082058,walk
39.962658,116.306151,236.0,2009-03-07 03:35:41,35,20090307005236,unknown
39.906002,116.207926,244.0,2008-12-08 00:00:02,2,20081207234402,unknown
35.495207,114.097778,138.0,2009-09-30 08:22:51,168,20090930071934,unknown
39.9447116,116.3187416,213.3,2009-03-02 06:44:21,34,20090302030434,unknown
39.973384106,116.458360407,106.56594488189,2012-04-12 18:24:55,153,20120412175233,unknown
32.711342,-117.162714,65.0,2011-08-20 04:19:33,163,20110820021403,unknown
40.0761083,116.3231483,144.4,2008-11-13 00:12:00,128,20081113001147,car
39.9636433,116.3501083,0.0,2009-07-03 08:13:29,131,20090703072644,unknown
40.000386,116.327195,134.0,2008-11-08 16:17:16,5,20081108093559,unknown
39.9489316,116.4836199,150.9,2008-12-01 02:41:43,18,20081201011607,unknown
39.967377,116.431888,95.0,2009-08-30 06:20:17,84,20090830050403,unknown
39.978158,116.301354,262.0,2009-02-12 04:00:23,35,20090211214635,unknown
39.947445,116.3684449,193.6,2009-07-03 05:44:57,17,20090703000110,unknown
39.9746566666667,116.313566666667,0.0,2011-09-02 15:46:25,20,20110902153037,unknown
39.9070983,116.4690483,131.2,2009-04-03 06:53:18,17,20090402235820,unknown
39.899199,116.382865,355.0,2008-12-05 13:28:41,2,20081205132536,unknown
39.7039166,116.3269616,121.4,2009-03-20 03:32:06,42,20090320015343,unknown
39.965813,116.316225,99.0,2009-02-15 06:53:09,44,20090215023234,unknown
29.7537149,105.7933799,1187.7,2008-11-08 04:28:51,144,20081108015709,unknown
40.002488,116.363836,167.0,2009-05-30 08:38:14,39,20090530071234,unknown
39.9526933,116.453775,95.1,2008-11-06 01:56:11,62,20081106011708,bus
40.019409,116.308186,75.0,2009-02-14 03:14:22,24,20090214014932,unknown
39.96781,116.30938,223.1,2009-04-02 11:49:23,38,20090402073945,unknown
39.165261,117.204266,75.0,2008-10-09 12:49:46,10,20081009110709,train
21.720519,114.065125,34982.0,2009-03-25 20:22:32,144,20090324004422,unknown
40.0797433,116.30215,157.5,2009-05-27 10:03:47,128,20090527093135,car
40.069166,116.353888,130.0,2009-03-19 14:11:10,82,20090319134058,subway
33.784839,-118.092001,-100.0,2011-08-24 16:11:08,153,20110824143534,unknown
39.98706,116.417263,0.0,2009-05-27 05:06:54,68,20090526233304,bus
39.8775433,116.2586399,170.6,2009-07-10 09:38:02,41,20090710092700,unknown
47.6528633,-122.1367433,0.0,2009-07-29 05:48:16,140,20090729003956,unknown
39.916802,116.347612,559.0,2008-11-22 05:31:40,2,20081122023300,unknown
39.671911,116.661599,1.0,2009-02-17 09:03:42,36,20090217060352,unknown
39.9759666,116.3767466,2867.5,2009-03-04 23:54:30,14,20090304234800,unknown
39.975419,116.329418,178.0,2008-07-16 01:04:54,96,20080716004905,bike
39.8826566,116.2687733,144.4,2009-06-13 11:00:20,41,20090613070517,unknown
13.43293,103.909408,12.8506463254593,2010-12-27 13:04:43,160,20101227095821,unknown
39.975275,116.334493333333,0.0,2011-11-13 02:36:40,165,20111113010804,unknown
39.998733,116.3398,175.0,2009-02-13 11:08:33,3,20090213094555,unknown
39.1456333333333,117.229316666667,9.84251968503937,2007-05-05 13:54:50,154,20070505010317,car
39.9599833,116.44248,124.7,2009-07-10 08:49:47,37,20090710082418,unknown
39.984665,116.352231,231.0,2008-05-21 14:57:01,52,20080521032224,unknown
39.86744,116.390979,56.0,2008-10-05 23:38:34,10,20081005225112,train
39.987419,116.448576,103.0,2010-10-30 00:38:26,163,20101028235309,unknown
34.357538,115.722063,-36.0,2008-06-19 20:03:06,10,20080619160000,train
39.954152,116.373238,0.0,2008-11-15 07:40:30,68,20081115023400,car
39.8703816,116.4379333,95.1,2009-06-03 11:19:24,41,20090603095842,unknown
40.010666,116.321838,166.0,2009-04-21 16:28:49,4,20090421052329,unknown
39.952039,116.418823,247.0,2008-12-09 00:19:56,84,20081209000801,bus
49.59121,117.4450466,2135.8,2008-09-30 13:15:07,128,20080930121250,walk
39.9753066666667,116.32803,0.0,2011-09-13 15:39:08,20,20110913151235,walk
30.23513062,120.315710781,55.4154002624672,2011-12-14 14:14:44,153,20111214135728,unknown
40.000625,116.326961,208.0,2008-11-10 11:31:00,4,20081109191031,unknown
32.711484,-117.16636,170.0,2011-08-24 00:48:19,163,20110823180958,unknown
41.472955,117.747758,2022.0,2010-08-08 07:56:25,153,20100808000404,unknown
39.970763,116.418412,0.0,2008-10-22 08:22:46,68,20081022055006,bus
39.9662933333333,116.297826666667,0.0,2011-09-08 02:30:09,65,20110908015551,bike
39.9752466666667,116.318008333333,0.0,2011-08-31 00:32:17,141,20110831003053,walk
40.003437,116.324103,140.0,2008-10-13 14:31:01,96,20081013141459,unknown
41.119617,117.948564,1238.0,2008-05-02 04:23:42,167,20080502001029,train
39.983324,116.321543,272.0,2009-02-17 02:04:53,35,20090216215007,unknown
40.024722,113.653611,3449.0,2011-04-30 03:18:01,153,20110429233128,unknown
42.3657916,117.3819266,0.0,2009-09-19 14:45:49,120,20090919071137,unknown
39.954152,116.366371,434.0,2008-11-26 05:21:13,153,20081126043653,walk
37.341631,97.375826,9744.0,2008-09-29 21:18:45,10,20080929160000,bus
39.987066,116.403146,104.0,2009-12-24 11:44:23,163,20091224024334,car
34.69885,112.299523,722.0,2008-08-01 14:52:42,10,20080801023537,train
40.0423199,116.405675,180.4,2008-11-01 08:19:22,17,20081101073708,unknown
40.019588,116.331638,262.0,2009-05-06 04:48:47,30,20090505195333,unknown
39.912432,116.350197,118.0,2009-07-07 05:39:25,36,20090707011733,unknown
39.985394,116.410719,244.0,2010-06-04 14:11:50,153,20100604110352,unknown
39.92256,116.650239,69.0,2009-04-15 07:57:56,4,20090415074006,unknown
36.8968116666667,116.635483333333,0.0,2011-06-16 22:46:10,67,20110616141307,unknown
39.980606,116.32785,161.0,2008-05-30 11:59:53,85,20080530084605,unknown
39.6420266,116.6322499,82.0,2009-03-18 02:12:22,41,20090318005056,unknown
39.995376,116.417921,0.0,2009-07-01 07:49:49,68,20090701074905,unknown
39.952799,116.317596,304.0,2008-05-17 11:27:18,85,20080517034735,bus
39.957021,116.446097,98.0,2011-05-15 02:44:34,153,20110515023352,unknown
39.81463,116.488509,78.0,2009-06-22 08:57:25,43,20090622005404,unknown
40.231998,116.158994,275.0,2009-02-16 05:26:21,24,20090215221607,unknown
39.901465,116.303943,135.0,2008-10-23 02:42:04,85,20081023014536,bus
40.01345,116.29645,138.0,2009-03-22 08:30:24,35,20090322001133,unknown
39.136,117.204046,0.0,2009-10-08 08:33:08,46,20091008074408,unknown
40.000873,116.332677,133.0,2008-10-28 06:04:00,4,20081028054925,unknown
40.5473733,116.0031149,1886.5,2008-08-30 06:46:02,103,20080830054239,unknown
39.9220083,116.350075,167.3,2010-10-29 13:02:43,128,20101029121908,unknown
31.7929099,117.2347033,134.5,2010-02-20 10:00:54,128,20100220004810,unknown
40.0392083,116.4241516,108.3,2009-01-14 12:07:16,144,20090114120533,unknown
39.006336,113.590085,5516.0,2011-05-02 02:21:02,163,20110502000104,unknown
39.7078216,116.0301133,150.9,2009-05-05 13:33:19,41,20090505122405,unknown
39.9938392666667,116.1871872,0.0,2009-08-18 02:59:37,50,20090818023650,unknown
39.987283,116.418005,0.0,2009-06-20 13:01:54,68,20090620124258,bike
40.000876,116.324496,282.0,2009-02-16 09:47:48,30,20090216003034,unknown
40.4612249,115.9785633,1702.8,2008-08-31 03:59:41,103,20080831025439,unknown
31.220929,121.415644,59.0,2009-05-22 13:55:41,4,20090522094036,unknown
40.007528,116.317665,141.0,2009-03-30 05:39:50,3,20090330005208,unknown
39.9862583,116.3197983,341.2,2008-12-12 07:34:41,14,20081212020819,unknown
39.975226,116.333766,132.0,2009-08-27 13:41:00,85,20090827133834,walk
39.8808083,116.4544433,78.7,2008-09-02 05:03:28,115,20080902014852,unknown
40.35435105,116.005401616667,0.0,2009-08-24 05:55:36,50,20090824031656,unknown
32.9128516,117.55978,52.5,2008-07-23 16:51:28,62,20080723135657,unknown
30.525827,114.292107,0.0,2009-07-31 04:47:25,68,20090731022320,unknown
40.063823,116.40301,120.0,2008-09-29 05:45:54,85,20080929042106,unknown
39.977355,116.452556,99.0,2011-02-19 14:24:42,153,20110219085534,unknown
40.018041,116.308475,110.0,2009-03-25 23:41:50,24,20090325232230,unknown
44.567925,129.289695,1142.0,2007-08-05 07:40:26,10,20070805070503,unknown
39.973436,116.333662,231.0,2009-01-14 10:22:59,33,20090114001003,unknown
40.001031,116.411216,122.0,2008-07-27 11:35:31,126,20080727004202,car
39.971871936,116.441530798,88.2964763779528,2012-01-04 08:25:38,153,20120104081351,unknown
39.979884,116.37405,79.0,2010-02-17 02:26:58,163,20100217020904,unknown
39.912271,116.36796,189.0,2009-02-17 08:09:27,36,20090217060352,unknown
40.0213233,116.3890916,111.5,2008-06-03 23:34:23,115,20080603230837,car
39.97141,116.298903333333,0.0,2009-01-11 06:54:18,23,20090111061703,unknown
38.911436,121.60877,210.0,2009-02-02 03:41:00,4,20090202025804,unknown
40.066444,116.404968,286.0,2009-09-11 16:45:40,85,20090911105604,unknown
40.006152,116.336482,111.0,2009-03-06 06:48:15,4,20090306015335,unknown
40.398962,96.910663,4673.0,2008-08-03 17:56:45,52,20080803072900,unknown
40.006009,116.321843,493.0,2008-08-12 01:16:57,96,20080812011653,bike
39.966365,116.331371,161.0,2009-07-18 00:09:17,153,20090717232534,unknown
39.967465,116.342856,158.0,2009-09-23 13:00:41,85,20090923114133,unknown
39.991921,116.362675,137.0,2008-07-26 09:01:49,52,20080726083906,bus
43.780066,7.656187,162.0,2009-05-02 09:13:09,153,20090502065133,unknown
32.265883,91.625586,15643.0,2008-10-02 05:37:25,10,20081001230824,train
39.946261,116.366353,142.0,2009-08-30 05:07:11,163,20090830013122,walk
39.999715,116.327107,207.0,2008-07-27 14:04:50,96,20080727100523,unknown
39.8626683,116.2769533,203.4,2009-04-08 00:21:36,41,20090408001357,unknown
39.980089,116.325823,465.0,2008-07-21 11:21:27,96,20080721101734,walk
36.865998,116.653611,60.0,2008-11-14 16:11:12,12,20081114124439,unknown
39.6101433333333,116.02609,0.0,2012-04-14 00:45:14,74,20120413235137,unknown
39.926208,116.337724,386.0,2008-12-01 11:19:03,2,20081201103338,unknown
39.954929,116.342587,151.0,2008-11-13 07:04:58,8,20081113060205,unknown
31.5917483,120.3084116,59.1,2009-01-22 07:45:52,25,20090122054716,unknown
40.0072616,116.3804166,124.7,2009-05-30 06:06:34,17,20090530054703,unknown
40.276901,116.713882,105.0,2009-02-13 04:38:56,36,20090213040652,unknown
40.0086683,116.3779049,137.8,2009-05-30 06:08:15,17,20090530054703,unknown
28.233106,113.068504,809.0,2009-10-18 07:20:05,153,20091018012104,unknown
39.861951,116.374003,190.0,2009-02-07 10:47:31,10,20090207081853,unknown
39.9620366,116.3019299,239.5,2009-03-14 07:19:39,14,20090314050439,unknown
40.072774,116.417386,150.0,2009-07-08 11:53:39,39,20090708103301,unknown
40.0230766,116.3792166,141.1,2009-06-30 01:10:28,17,20090630001301,unknown
39.969965,116.463734,140.0,2011-04-08 10:16:09,153,20110408095434,unknown
39.893141,116.209389,0.0,2009-07-29 01:54:43,68,20090728235053,unknown
39.899962,116.339302,157.0,2008-12-09 09:23:49,85,20081208233606,walk
39.8997,116.339959,428.0,2008-12-26 08:34:14,85,20081226080406,walk
40.010399,116.321783,203.0,2008-11-10 04:29:56,3,20081109181031,unknown
39.934677,116.430464,202.0,2008-12-05 07:12:41,84,20081204232933,unknown
39.9960333,116.2958833,173.9,2009-04-12 02:23:38,25,20090412020614,unknown
39.9756016666667,116.30498,0.0,2011-11-03 01:11:56,165,20111103005034,unknown
39.984937,116.319447,104.0,2008-11-05 06:15:16,15,20081104234954,unknown
40.08532,116.313126,96.0,2008-09-07 07:47:58,179,20080907070424,walk
39.923016,116.283864,147.0,2011-06-20 23:51:28,168,20110620223352,unknown
39.94538,116.346771,194.0,2008-12-27 06:57:05,10,20081227062809,unknown
40.3577883333333,116.004251666667,0.0,2011-10-23 03:34:03,141,20111023001058,walk
39.9815633333333,116.330741666667,0.0,2012-04-12 13:54:48,71,20120412113604,unknown
39.9678993166667,116.311401366667,0.0,2009-08-06 12:02:43,50,20090805235851,unknown
39.976941,116.333263,33.0,2008-09-28 12:08:13,10,20080928120641,subway
39.8732183333333,116.083748333333,0.0,2011-10-05 07:14:25,65,20111005004827,bus
39.985834,116.418386,-153.0,2009-01-22 05:25:33,126,20090122050259,unknown
39.9669783333333,116.297661666667,0.0,2011-09-08 02:35:22,65,20110908015551,bike
39.987108,116.41463,233.0,2009-01-15 10:09:22,126,20090115014729,unknown
